,Unnamed: 0,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
621,621,Victory,Irelia,Flash,Teleport,Conqueror,Domination,4.0,4.0,5.0,0.0
622,622,Defeat,Gragas,Flash,Ignite,Arcane Comet,Inspiration,0.0,10.0,3.0,0.0
623,623,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,3.0,5.0,4.0,0.0
624,624,Defeat,Samira,Flash,Heal,Conqueror,Domination,1.0,1.0,1.0,0.0
625,625,Defeat,Samira,Flash,Heal,Conqueror,Domination,7.0,6.0,10.0,0.0
626,626,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,9.0,3.0,8.0,0.0
627,627,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0.0,3.0,1.0,0.0
628,628,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,5.0,4.0,6.0,0.0
629,629,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12.0,0.0,7.0,0.0
630,630,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5.0,4.0,7.0,0.0
631,631,Defeat,Jinx,Flash,Heal,Conqueror,Domination,2.0,3.0,3.0,0.0
632,632,Defeat,Gnar,Flash,Teleport,Grasp of the Undying,Domination,4.0,5.0,1.0,0.0
633,633,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,7.0,7.0,5.0,0.0
634,634,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,13.0,2.0,9.0,0.0
635,635,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,6.0,7.0,24.0,0.0
636,636,Victory,Jinx,Flash,Heal,Conqueror,Domination,9.0,1.0,9.0,0.0
637,637,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,8.0,10.0,9.0,0.0
638,638,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9.0,5.0,16.0,0.0
639,639,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,9.0,5.0,4.0,0.0
640,640,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4.0,7.0,8.0,0.0
641,641,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,13.0,6.0,10.0,0.0
642,642,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,3.0,2.0,5.0,0.0
643,643,Victory,Jinx,Flash,Heal,Conqueror,Domination,5.0,2.0,2.0,0.0
644,644,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,13.0,2.0,8.0,0.0
645,645,Victory,Irelia,Flash,Teleport,Conqueror,Domination,3.0,0.0,1.0,0.0
646,646,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6.0,3.0,2.0,0.0
647,647,Defeat,Jinx,Flash,Heal,Conqueror,Domination,6.0,5.0,6.0,0.0
648,648,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,6.0,2.0,5.0,0.0
649,649,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,11.0,6.0,9.0,0.0
650,650,Defeat,Jinx,Flash,Heal,Conqueror,Domination,1.0,6.0,3.0,0.0
651,651,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,0.0,4.0,4.0,0.0
652,652,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9.0,3.0,6.0,0.0
653,653,Defeat,Jinx,Flash,Heal,Conqueror,Domination,1.0,2.0,0.0,0.0
654,654,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,16.0,2.0,8.0,0.0
655,655,Defeat,Taliyah,Flash,Smite,Phase Rush,Domination,4.0,5.0,10.0,0.0
656,656,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0.0,6.0,4.0,0.0
657,657,Defeat,Ezreal,Flash,Cleanse,Conqueror,Inspiration,3.0,6.0,7.0,0.0
658,658,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,7.0,4.0,6.0,0.0
659,659,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,7.0,4.0,4.0,0.0
660,660,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,10.0,8.0,14.0,0.0
661,661,Victory,Jinx,Flash,Heal,Conqueror,Domination,10.0,4.0,6.0,0.0
662,662,Victory,Senna,Flash,Exhaust,Glacial Augment,Precision,4.0,4.0,8.0,0.0
663,663,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2.0,1.0,9.0,0.0
664,664,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4.0,2.0,5.0,0.0
665,665,Defeat,Jarvan IV,Flash,Smite,Conqueror,Inspiration,3.0,4.0,8.0,0.0
666,666,Victory,Jinx,Flash,Heal,Conqueror,Domination,1.0,2.0,4.0,0.0
667,667,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4.0,1.0,6.0,0.0
668,668,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,8.0,3.0,7.0,0.0
669,669,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,10.0,2.0,12.0,0.0
670,670,Defeat,Jinx,Flash,Cleanse,Conqueror,Domination,2.0,4.0,3.0,0.0
671,671,Victory,Jinx,Flash,Heal,Conqueror,Domination,4.0,0.0,9.0,0.0
672,672,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,10.0,0.0,6.0,0.0
673,673,Victory,Jinx,Flash,Cleanse,Conqueror,Domination,7.0,6.0,9.0,0.0
674,674,Victory,Jinx,Flash,Heal,Conqueror,Domination,9.0,0.0,4.0,0.0
675,675,Victory,Jinx,Flash,Heal,Conqueror,Domination,9.0,5.0,11.0,0.0
676,676,Defeat,Jinx,Flash,Cleanse,Conqueror,Domination,10.0,6.0,4.0,0.0
677,677,Victory,Jinx,Flash,Heal,Conqueror,Domination,4.0,1.0,6.0,0.0
678,678,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,2.0,6.0,1.0,0.0
679,679,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,4.0,3.0,4.0,0.0
680,680,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,6.0,5.0,5.0,0.0
681,681,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9.0,3.0,7.0,0.0
682,682,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,5.0,7.0,3.0,0.0
683,683,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6.0,3.0,3.0,0.0
684,684,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4.0,5.0,4.0,0.0
685,685,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,6.0,3.0,8.0,0.0
686,686,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,5.0,7.0,5.0,0.0
687,687,Victory,Samira,Flash,Heal,Conqueror,Domination,13.0,2.0,6.0,0.0
688,688,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12.0,2.0,7.0,0.0
689,689,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,13.0,3.0,10.0,0.0
690,690,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1.0,5.0,2.0,0.0
691,691,Victory,Rell,Flash,Ignite,Aftershock,Inspiration,1.0,5.0,22.0,0.0
692,692,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9.0,1.0,8.0,0.0
693,693,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,5.0,1.0,4.0,0.0
694,694,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,0.0,1.0,2.0,0.0
695,695,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7.0,4.0,4.0,0.0
696,696,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8.0,0.0,3.0,0.0
697,697,Victory,Varus,Flash,Teleport,Arcane Comet,Inspiration,6.0,4.0,2.0,0.0
698,698,Defeat,Udyr,Flash,Smite,Phase Rush,Precision,5.0,5.0,15.0,0.0
699,699,Defeat,Vayne,Flash,Cleanse,Press the Attack,Domination,7.0,7.0,2.0,0.0
700,700,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,4.0,7.0,3.0,0.0
701,701,Defeat,Alistar,Flash,Ignite,Aftershock,Inspiration,1.0,9.0,8.0,0.0
702,702,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5.0,0.0,1.0,0.0
703,703,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,0.0,5.0,0.0,0.0
704,704,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,7.0,8.0,11.0,0.0
705,705,Defeat,Varus,Flash,Teleport,Arcane Comet,Inspiration,10.0,7.0,2.0,0.0
706,706,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9.0,5.0,8.0,0.0
707,707,Defeat,Varus,Flash,Teleport,Arcane Comet,Inspiration,4.0,1.0,1.0,0.0
708,708,Victory,Varus,Flash,Teleport,Arcane Comet,Precision,1.0,0.0,3.0,0.0
709,709,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,8.0,8.0,4.0,0.0
710,710,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,11.0,3.0,3.0,0.0
711,711,Defeat,Gragas,Flash,Ignite,Phase Rush,Inspiration,2.0,6.0,4.0,0.0
712,712,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,12.0,3.0,18.0,0.0
713,713,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2.0,8.0,2.0,0.0
714,714,Defeat,Graves,Flash,Smite,Phase Rush,Precision,2.0,4.0,1.0,0.0
715,715,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6.0,2.0,6.0,0.0
716,716,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,3.0,1.0,7.0,0.0
717,717,Victory,Gragas,Flash,Ignite,Phase Rush,Inspiration,6.0,6.0,15.0,0.0
718,718,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,0.0,7.0,4.0,0.0
719,719,Defeat,Aatrox,Flash,Teleport,Conqueror,Domination,5.0,6.0,7.0,0.0
720,720,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,21.0,4.0,13.0,0.0
721,721,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,4.0,4.0,8.0,0.0
722,722,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,11.0,6.0,1.0,0.0
723,723,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,7.0,2.0,7.0,0.0
724,724,Defeat,Ezreal,Flash,Teleport,Conqueror,Inspiration,5.0,6.0,9.0,0.0
725,725,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,5.0,5.0,9.0,0.0
726,726,Victory,Lucian,Flash,Heal,Press the Attack,Inspiration,9.0,5.0,9.0,0.0
727,727,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0.0,6.0,9.0,0.0
728,728,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,2.0,9.0,3.0,0.0
729,729,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4.0,2.0,6.0,0.0
730,730,Victory,Samira,Flash,Heal,Conqueror,Domination,6.0,2.0,6.0,0.0
731,731,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,0.0,10.0,4.0,0.0
732,732,Defeat,Seraphine,Flash,Ignite,Guardian,Inspiration,3.0,8.0,19.0,0.0
733,733,Defeat,Samira,Flash,Heal,Conqueror,Domination,2.0,5.0,0.0,0.0
734,734,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,8.0,4.0,3.0,0.0
735,735,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5.0,2.0,0.0,0.0
736,736,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,7.0,9.0,5.0,0.0
737,737,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,16.0,6.0,5.0,0.0
738,738,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,7.0,3.0,16.0,0.0
739,739,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,9.0,6.0,8.0,0.0
740,740,Victory,Gragas,Flash,Ignite,Phase Rush,Inspiration,4.0,4.0,15.0,0.0
741,741,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7.0,4.0,5.0,0.0
742,742,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2.0,2.0,7.0,0.0
743,743,Victory,Tristana,Flash,Heal,Press the Attack,Domination,0.0,1.0,5.0,0.0
744,744,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2.0,3.0,0.0,0.0
745,745,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,4.0,6.0,7.0,0.0
746,746,Victory,Gnar,Flash,Teleport,Fleet Footwork,Domination,5.0,7.0,8.0,0.0
747,747,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,1.0,4.0,2.0,0.0
748,748,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4.0,5.0,3.0,0.0
749,749,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5.0,0.0,5.0,0.0
750,750,Victory,Irelia,Flash,Teleport,Conqueror,Inspiration,9.0,3.0,6.0,0.0
751,751,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5.0,5.0,8.0,0.0
752,752,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,7.0,1.0,6.0,0.0
753,753,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5.0,6.0,5.0,0.0
754,754,Victory,Vayne,Flash,Heal,Press the Attack,Domination,12.0,1.0,7.0,0.0
755,755,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,6.0,2.0,5.0,0.0
756,756,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,0.0,8.0,1.0,0.0
757,757,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7.0,2.0,10.0,0.0
758,758,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,5.0,4.0,9.0,0.0
759,759,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6.0,1.0,1.0,0.0
760,760,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7.0,0.0,4.0,0.0
761,761,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,4.0,9.0,9.0,0.0
762,762,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,0.0,5.0,3.0,0.0
763,763,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,18.0,6.0,9.0,0.0
764,764,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,17.0,3.0,11.0,0.0
765,765,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,4.0,8.0,3.0,0.0
766,766,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,0.0,1.0,0.0,0.0
767,767,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10.0,2.0,8.0,0.0
768,768,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,3.0,5.0,3.0,0.0
769,769,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,7.0,4.0,12.0,0.0
770,770,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11.0,1.0,5.0,0.0
771,771,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,2.0,5.0,4.0,0.0
772,772,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,18.0,7.0,7.0,0.0
773,773,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,13.0,3.0,9.0,0.0
774,774,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,7.0,0.0,3.0,0.0
775,775,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,6.0,8.0,4.0,0.0
776,776,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,18.0,6.0,10.0,0.0
777,777,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,3.0,3.0,5.0,0.0
778,778,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10.0,3.0,3.0,0.0
779,779,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10.0,6.0,7.0,0.0
780,780,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,11.0,4.0,6.0,0.0
781,781,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,1.0,4.0,1.0,0.0
782,782,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,10.0,1.0,5.0,0.0
783,783,Defeat,Samira,Flash,Heal,Conqueror,Domination,0.0,1.0,2.0,0.0
784,784,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,1.0,2.0,5.0,0.0
785,785,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,4.0,2.0,0.0
786,786,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,4.0,4.0,2.0,0.0
787,787,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,12.0,7.0,4.0,0.0
788,788,Victory,Samira,Flash,Heal,Conqueror,Domination,9.0,4.0,7.0,0.0
789,789,Defeat,Seraphine,Flash,Exhaust,Guardian,Inspiration,0.0,12.0,5.0,0.0
790,790,Defeat,Samira,Flash,Heal,Conqueror,Domination,6.0,6.0,8.0,0.0
791,791,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,13.0,6.0,10.0,0.0
792,792,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5.0,1.0,3.0,0.0
793,793,Defeat,Samira,Flash,Heal,Conqueror,Domination,1.0,2.0,0.0,0.0
794,794,Victory,Samira,Flash,Heal,Conqueror,Domination,4.0,1.0,10.0,0.0
795,795,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8.0,3.0,6.0,0.0
796,796,Victory,Samira,Flash,Heal,Conqueror,Domination,14.0,1.0,4.0,0.0
797,797,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,6.0,6.0,9.0,0.0
798,798,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,0.0,4.0,3.0,0.0
799,799,Victory,Samira,Flash,Cleanse,Conqueror,Domination,12.0,2.0,8.0,0.0
800,800,Victory,Aphelios,Flash,Heal,Conqueror,Domination,2.0,0.0,3.0,0.0
801,801,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,0.0,2.0,2.0,0.0
802,802,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,7.0,6.0,2.0,0.0
803,803,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,8.0,3.0,6.0,0.0
804,804,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,1.0,8.0,7.0,0.0
805,805,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,14.0,4.0,9.0,0.0
806,806,Victory,Aphelios,Flash,Heal,Conqueror,Domination,8.0,4.0,8.0,0.0
807,807,Victory,Senna,Flash,Cleanse,Glacial Augment,Precision,8.0,2.0,13.0,0.0
808,808,Victory,Ashe,Flash,Heal,Lethal Tempo,Inspiration,4.0,3.0,10.0,0.0
809,809,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0.0,5.0,4.0,0.0
810,810,Defeat,Pantheon,Flash,Ignite,Conqueror,Inspiration,2.0,11.0,1.0,0.0
811,811,Victory,Aphelios,Flash,Heal,Conqueror,Domination,5.0,0.0,7.0,0.0
812,812,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,5.0,7.0,2.0,0.0
813,813,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5.0,3.0,0.0,0.0
814,814,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,10.0,2.0,8.0,0.0
815,815,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,11.0,0.0,7.0,0.0
816,816,Victory,Blitzcrank,Flash,Ignite,Predator,Inspiration,6.0,5.0,17.0,0.0
817,817,Victory,Samira,Flash,Heal,Conqueror,Domination,7.0,6.0,10.0,0.0
818,818,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11.0,0.0,4.0,0.0
819,819,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,2.0,9.0,0.0,0.0
820,820,Defeat,Gragas,Flash,Ignite,Aftershock,Inspiration,3.0,8.0,3.0,0.0
821,821,Victory,Tristana,Flash,Heal,Press the Attack,Domination,3.0,5.0,1.0,0.0
822,822,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10.0,8.0,6.0,0.0
823,823,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,4.0,10.0,6.0,0.0
824,824,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,2.0,3.0,4.0,0.0
825,825,Victory,Aphelios,Flash,Heal,Conqueror,Domination,2.0,3.0,8.0,0.0
826,826,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,8.0,2.0,15.0,0.0
827,827,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,8.0,2.0,5.0,0.0
828,828,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3.0,5.0,2.0,0.0
829,829,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,2.0,4.0,2.0,0.0
830,830,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,17.0,9.0,7.0,0.0
831,831,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6.0,1.0,4.0,0.0
832,832,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10.0,0.0,3.0,0.0
833,833,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4.0,2.0,10.0,0.0
834,834,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5.0,3.0,7.0,0.0
835,835,Defeat,Samira,Flash,Heal,Conqueror,Domination,4.0,9.0,11.0,0.0
836,836,Defeat,Samira,Flash,Heal,Conqueror,Domination,0.0,3.0,4.0,0.0
837,837,Victory,Samira,Flash,Heal,Conqueror,Domination,4.0,1.0,2.0,0.0
838,838,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11.0,5.0,6.0,0.0
839,839,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7.0,2.0,9.0,0.0
840,840,Defeat,Quinn,Flash,Cleanse,Press the Attack,Sorcery,4.0,4.0,10.0,0.0
841,841,Remake,Renekton,Flash,Ignite,Conqueror,Resolve,0.0,0.0,0.0,0.0
842,842,Defeat,Irelia,Flash,Ignite,Conqueror,Inspiration,2.0,6.0,0.0,0.0
843,843,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7.0,6.0,10.0,0.0
844,844,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,0.0,4.0,5.0,0.0
845,845,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,14.0,3.0,9.0,0.0
846,846,Defeat,Viego,Flash,Teleport,Conqueror,Resolve,0.0,3.0,0.0,0.0
847,847,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6.0,2.0,3.0,0.0
848,848,Defeat,Samira,Flash,Heal,Conqueror,Domination,4.0,5.0,3.0,0.0
849,849,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,10.0,3.0,7.0,0.0
850,850,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,14.0,0.0,2.0,0.0
851,851,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12.0,3.0,9.0,0.0
852,852,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7.0,1.0,7.0,0.0
853,853,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6.0,2.0,10.0,0.0
854,854,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,21.0,3.0,7.0,0.0
855,855,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,9.0,5.0,6.0,0.0
856,856,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,2.0,12.0,2.0,0.0
857,857,Victory,Senna,Flash,Heal,Glacial Augment,Precision,3.0,1.0,3.0,0.0
858,858,Victory,Senna,Flash,Heal,Glacial Augment,Precision,8.0,7.0,15.0,0.0
859,859,Victory,Senna,Flash,Heal,Glacial Augment,Precision,7.0,0.0,14.0,0.0
860,860,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4.0,2.0,2.0,0.0
861,861,Defeat,Gnar,Flash,Teleport,Fleet Footwork,Domination,2.0,8.0,1.0,0.0
862,862,Victory,Samira,Flash,Heal,Conqueror,Domination,9.0,5.0,9.0,0.0
863,863,Victory,Samira,Flash,Heal,Conqueror,Domination,5.0,0.0,3.0,0.0
864,864,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,16.0,4.0,5.0,0.0
865,865,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7.0,5.0,4.0,0.0
866,866,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10.0,11.0,5.0,0.0
867,867,Victory,Miss Fortune,Flash,Heal,Press the Attack,Domination,7.0,1.0,9.0,0.0
868,868,Defeat,Samira,Flash,Heal,Conqueror,Domination,6.0,4.0,5.0,0.0
869,869,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,8.0,5.0,2.0,0.0
870,870,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,3.0,1.0,1.0,0.0
871,871,Victory,Taliyah,Flash,Smite,Dark Harvest,Sorcery,2.0,0.0,3.0,0.0
872,872,Defeat,Samira,Flash,Heal,Conqueror,Domination,2.0,2.0,2.0,0.0
873,873,Victory,Samira,Flash,Heal,Conqueror,Domination,8.0,5.0,12.0,0.0
874,874,Defeat,Aphelios,Flash,Cleanse,Conqueror,Sorcery,3.0,6.0,5.0,0.0
875,875,Victory,Alistar,Flash,Ignite,Aftershock,Inspiration,0.0,1.0,5.0,0.0
876,876,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,4.0,6.0,5.0,0.0
877,877,Victory,Aphelios,Flash,Heal,Conqueror,Domination,5.0,4.0,9.0,0.0
878,878,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,13.0,3.0,7.0,0.0
879,879,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6.0,1.0,2.0,0.0
880,880,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4.0,8.0,3.0,0.0
881,881,Victory,Samira,Flash,Heal,Conqueror,Domination,14.0,3.0,10.0,0.0
882,882,Defeat,Tristana,Flash,Heal,Press the Attack,Domination,5.0,7.0,11.0,0.0
883,883,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4.0,3.0,2.0,0.0
884,884,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10.0,3.0,15.0,0.0
885,885,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10.0,3.0,2.0,0.0
886,886,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,5.0,2.0,5.0,0.0
887,887,Victory,Samira,Flash,Heal,Conqueror,Domination,15.0,4.0,10.0,0.0
888,888,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,2.0,5.0,1.0,0.0
889,889,Victory,Pantheon,Flash,Ignite,Conqueror,Inspiration,8.0,5.0,14.0,0.0
890,890,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,11.0,8.0,8.0,0.0
891,891,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,5.0,3.0,5.0,0.0
892,892,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,11.0,6.0,8.0,0.0
893,893,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,14.0,3.0,12.0,0.0
894,894,Victory,Taliyah,Flash,Smite,Dark Harvest,Sorcery,2.0,4.0,6.0,0.0
