,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
1019,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,6,9,1
1020,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2,9,6,1
1021,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,1,11,4,1
1022,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2,4,9,1
1023,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,3,6,1
1024,Defeat,Yasuo,Flash,Exhaust,Conqueror,Domination,6,7,5,1
1025,Defeat,Sett,Flash,Ignite,Phase Rush,Inspiration,2,9,2,1
1026,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,15,3,4,1
1027,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,2,11,2,1
1028,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,5,1,1
1029,Defeat,Vayne,Flash,Heal,Conqueror,Domination,1,3,1,1
1030,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,6,16,9,1
1031,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,9,3,8,1
1032,Victory,Vayne,Flash,Heal,Press the Attack,Domination,12,1,5,1
1033,Victory,Aphelios,Flash,Heal,Conqueror,Domination,11,5,11,1
1034,Defeat,Samira,Flash,Heal,Conqueror,Domination,2,10,4,1
1035,Defeat,Aphelios,Flash,Cleanse,Conqueror,Domination,1,12,7,1
1036,Victory,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,7,8,5,1
1037,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,2,8,1,1
1038,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,3,10,1
1039,Victory,Vayne,Flash,Heal,Press the Attack,Domination,11,4,4,1
1040,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,5,4,7,1
1041,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,8,2,11,1
1042,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,4,2,1
1043,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,1,5,1
1044,Victory,Aphelios,Flash,Heal,Conqueror,Domination,10,3,6,1
1045,Victory,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,1,2,6,1
1046,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,4,2,5,1
1047,Victory,Samira,Flash,Heal,Conqueror,Domination,15,2,6,1
1048,Defeat,Graves,Flash,Smite,Phase Rush,Precision,18,5,3,1
1049,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,6,8,8,1
1050,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,14,3,11,1
1051,Victory,Samira,Flash,Heal,Conqueror,Domination,5,10,21,1
1052,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,1,7,2,1
1053,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,3,3,4,1
1054,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,6,1,1
1055,Victory,Aphelios,Flash,Heal,Conqueror,Domination,10,7,9,1
1056,Defeat,Vayne,Flash,Teleport,Press the Attack,Domination,1,8,0,1
1057,Victory,Samira,Flash,Heal,Conqueror,Domination,12,8,5,1
1058,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,8,10,6,1
1059,Defeat,Samira,Flash,Heal,Conqueror,Domination,3,6,4,1
1060,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,2,7,4,1
1061,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,1,8,14,1
1062,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,10,2,9,1
1063,Defeat,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,3,7,6,1
1064,Defeat,Samira,Flash,Heal,Conqueror,Domination,8,7,4,1
1065,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,4,9,1
1066,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,2,7,4,1
1067,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,9,8,8,1
1068,Victory,Samira,Flash,Heal,Conqueror,Domination,6,5,4,1
1069,Defeat,Samira,Flash,Heal,Conqueror,Domination,9,10,9,1
1070,Victory,Samira,Flash,Heal,Conqueror,Domination,4,10,0,1
1071,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,12,5,1
1072,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,9,11,5,1
1073,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,3,6,7,1
1074,Victory,Xayah,Flash,Heal,Hail of Blades,Inspiration,8,3,5,1
1075,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,7,7,1
1076,Victory,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,8,3,6,1
1077,Victory,Vayne,Flash,Heal,Press the Attack,Domination,12,4,6,1
1078,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Sorcery,1,13,5,1
1079,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,2,5,1
1080,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,4,4,4,1
1081,Defeat,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,7,10,5,1
1082,Defeat,Lee Sin,Flash,Smite,Conqueror,Sorcery,1,5,1,1
1083,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,6,9,10,1
1084,Victory,Vayne,Flash,Heal,Press the Attack,Domination,6,1,2,1
1085,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,9,10,7,1
1086,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,2,10,5,1
1087,Defeat,Samira,Flash,Heal,Conqueror,Domination,8,11,3,1
1088,Defeat,Miss Fortune,Flash,Cleanse,Press the Attack,Inspiration,6,11,6,1
1089,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,15,6,15,1
1090,Defeat,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,3,8,5,1
1091,Defeat,Graves,Ignite,Smite,Phase Rush,Precision,3,15,3,1
1092,Defeat,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,16,9,16,1
1093,Victory,Vayne,Flash,Heal,Press the Attack,Domination,11,6,6,1
1094,Defeat,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,13,13,4,1
1095,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,4,5,1
1096,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,8,9,15,1
1097,Defeat,Samira,Flash,Heal,Conqueror,Domination,4,6,8,1
1098,Defeat,Ashe,Flash,Heal,Lethal Tempo,Inspiration,2,6,3,1
1099,Defeat,Samira,Flash,Heal,Conqueror,Domination,8,4,0,1
1100,Victory,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,11,1,1,1
1101,Victory,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,17,8,4,1
1102,Victory,Aphelios,Flash,Heal,Lethal Tempo,Sorcery,8,7,11,1
1103,Victory,Vayne,Flash,Heal,Press the Attack,Domination,16,4,6,1
1104,Victory,Samira,Flash,Heal,Conqueror,Domination,1,1,9,1
1105,Victory,Vayne,Flash,Heal,Press the Attack,Domination,5,5,9,1
1106,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,2,10,1
1107,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,5,7,8,1
1108,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,3,8,10,1
1109,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,3,2,1
1110,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9,3,9,1
1111,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,7,8,1
1112,Victory,Aphelios,Flash,Cleanse,Lethal Tempo,Sorcery,19,12,11,1
1113,Victory,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,7,4,14,1
1114,Victory,Gangplank,Flash,Teleport,Grasp of the Undying,Inspiration,4,7,9,1
1115,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,18,4,6,1
1116,Victory,Vayne,Flash,Heal,Press the Attack,Domination,20,7,4,1
1117,Defeat,Samira,Flash,Heal,Conqueror,Domination,2,8,1,1
1118,Victory,Samira,Flash,Heal,Conqueror,Domination,18,4,11,1
1119,Victory,Kai'Sa,Flash,Teleport,Hail of Blades,Precision,6,1,2,1
1120,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,19,5,12,1
1121,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,13,10,1
1122,Victory,Aatrox,Flash,Teleport,Conqueror,Resolve,8,6,10,1
1123,Victory,Jayce,Flash,Teleport,Conqueror,Inspiration,2,13,8,1
1124,Victory,Aphelios,Flash,Cleanse,Lethal Tempo,Sorcery,3,1,7,1
1125,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,15,6,10,1
1126,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,19,7,7,1
1127,Defeat,Samira,Flash,Heal,Conqueror,Domination,5,7,7,1
1128,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,6,2,1
1129,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,2,6,0,1
1130,Victory,Jhin,Flash,Heal,Dark Harvest,Sorcery,12,2,6,1
1131,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,4,7,1
1132,Victory,Samira,Flash,Heal,Conqueror,Domination,10,1,5,1
1133,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,14,3,7,1
1134,Victory,Samira,Flash,Heal,Conqueror,Domination,6,1,6,1
1135,Defeat,Miss Fortune,Flash,Heal,Press the Attack,Sorcery,2,5,6,1
1136,Victory,Samira,Flash,Heal,Conqueror,Domination,9,7,8,1
1137,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,10,5,8,1
1138,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,4,4,10,1
1139,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,13,6,10,1
1140,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,10,4,9,1
1141,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,3,3,1
1142,Defeat,Samira,Flash,Heal,Conqueror,Domination,2,6,2,1
1143,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,11,6,13,1
1144,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,6,9,2,1
1145,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,17,8,18,1
1146,Victory,Samira,Flash,Heal,Conqueror,Domination,1,4,7,1
1147,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,3,8,1
1148,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,7,8,1
1149,Defeat,Aatrox,Flash,Teleport,Conqueror,Resolve,1,10,2,1
1150,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,6,9,1
1151,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,3,5,5,1
1152,Defeat,Jhin,Flash,Ghost,Fleet Footwork,Inspiration,5,8,4,1
1153,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,2,5,3,1
1154,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,3,1,4,1
1155,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,13,10,8,1
1156,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,13,4,15,1
1157,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,4,9,1
1158,Victory,Aphelios,Flash,Heal,Lethal Tempo,Sorcery,9,7,12,1
1159,Victory,Aphelios,Flash,Heal,Lethal Tempo,Sorcery,5,3,7,1
1160,Victory,Samira,Flash,Heal,Conqueror,Domination,20,4,9,1
1161,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,5,3,16,1
1162,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,4,9,1
1163,Remake,Jhin,Flash,Heal,Fleet Footwork,Inspiration,0,0,0,1
1164,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,15,1,6,1
1165,Defeat,Samira,Flash,Heal,Conqueror,Domination,9,8,3,1
1166,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,1,4,1,1
1167,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,15,4,13,1
1168,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,13,15,1
1169,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,10,6,13,1
1170,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,18,5,11,1
1171,Victory,Lucian,Flash,Heal,Press the Attack,Domination,15,11,11,1
1172,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,8,6,13,1
1173,Victory,Samira,Flash,Heal,Conqueror,Domination,8,2,10,1
1174,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,1,11,1
1175,Defeat,Samira,Flash,Heal,Conqueror,Domination,4,9,5,1
1176,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,8,3,7,1
1177,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2,3,2,1
1178,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,11,12,10,1
1179,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,4,3,7,1
1180,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,4,10,2,1
1181,Defeat,Caitlyn,Flash,Cleanse,Lethal Tempo,Sorcery,6,8,8,1
1182,Defeat,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,7,5,9,1
1183,Victory,Ashe,Flash,Heal,Arcane Comet,Inspiration,4,3,6,1
1184,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,9,2,9,1
1185,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,5,2,6,1
1186,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6,6,4,1
1187,Victory,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,10,2,4,1
1188,Victory,Lucian,Flash,Heal,Press the Attack,Domination,9,0,6,1
1189,Victory,Aatrox,Flash,Teleport,Conqueror,Resolve,6,8,10,1
1190,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,4,3,8,1
1191,Victory,Jhin,Flash,Barrier,Fleet Footwork,Inspiration,7,7,9,1
1192,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,0,7,1
1193,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,3,11,1
1194,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9,1,9,1
1195,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,21,1,9,1
1196,Defeat,Maokai,Flash,Teleport,Aftershock,Sorcery,1,11,14,1
1197,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,18,7,8,1
1198,Defeat,Lucian,Flash,Heal,Press the Attack,Domination,8,5,4,1
1199,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,9,5,1
1200,Victory,Ziggs,Flash,Teleport,Arcane Comet,Inspiration,6,5,11,1
1201,Defeat,Samira,Flash,Heal,Conqueror,Domination,10,10,7,1
1202,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,11,8,23,1
1203,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,9,9,1
1204,Defeat,Jhin,Flash,Heal,Dark Harvest,Sorcery,1,9,8,1
1205,Defeat,Ashe,Flash,Heal,Arcane Comet,Domination,1,8,1,1
1206,Defeat,Lucian,Flash,Heal,Press the Attack,Domination,2,7,2,1
1207,Victory,Jhin,Flash,Heal,Dark Harvest,Sorcery,10,4,11,1
1208,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9,6,8,1
1209,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,9,16,1
1210,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,8,13,1
1211,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,20,1,8,1
1212,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,1,5,1
1213,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,21,9,9,1
1214,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,5,4,1
1215,Defeat,Jhin,Flash,Heal,Dark Harvest,Sorcery,8,8,6,1
1216,Victory,Jhin,Flash,Heal,Dark Harvest,Precision,10,1,8,1
1217,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,5,2,6,1
1218,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,8,3,3,1
1219,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,13,1,8,1
1220,Defeat,Samira,Flash,Heal,Conqueror,Domination,1,7,0,1
1221,Defeat,Jhin,Flash,Heal,Dark Harvest,Sorcery,3,5,2,1
1222,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,8,5,5,1
1223,Defeat,Jhin,Flash,Heal,Dark Harvest,Sorcery,2,8,5,1
1224,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,4,8,1
1225,Victory,Lucian,Flash,Heal,Press the Attack,Sorcery,6,8,9,1
1226,Defeat,Jhin,Flash,Heal,Dark Harvest,Sorcery,19,12,12,1
1227,Victory,Jhin,Flash,Heal,Dark Harvest,Sorcery,11,4,6,1
1228,Victory,Rell,Flash,Ignite,Aftershock,Inspiration,1,2,13,1
1229,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,5,11,1
1230,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,6,3,9,1
1231,Victory,Jhin,Flash,Heal,Dark Harvest,Sorcery,9,5,11,1
1232,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8,11,7,1
1233,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,2,10,3,1
1234,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,1,4,0,1
1235,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,5,9,1
1236,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,1,11,7,1
1237,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,2,12,10,1
1238,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,7,6,7,1
1239,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,10,2,2,1
1240,,,,,,,,,,
1241,,,,,,,,,,
1242,,,,,,,,,,
1243,,,,,,,,,,
1244,,,,,,,,,,
1245,,,,,,,,,,
1246,,,,,,,,,,
1247,,,,,,,,,,
1248,,,,,,,,,,
1249,,,,,,,,,,
1250,,,,,,,,,,
1251,,,,,,,,,,
1252,,,,,,,,,,
1253,,,,,,,,,,
1254,,,,,,,,,,
1255,,,,,,,,,,
1256,,,,,,,,,,
1257,,,,,,,,,,
1258,,,,,,,,,,
1259,,,,,,,,,,
1260,,,,,,,,,,
1261,,,,,,,,,,
1262,,,,,,,,,,
1263,,,,,,,,,,
1264,,,,,,,,,,
1265,,,,,,,,,,
1266,,,,,,,,,,
1267,,,,,,,,,,
1268,,,,,,,,,,
1269,,,,,,,,,,
1270,,,,,,,,,,
1271,,,,,,,,,,
1272,,,,,,,,,,
1273,,,,,,,,,,
1274,,,,,,,,,,
1275,,,,,,,,,,
1276,,,,,,,,,,
1277,,,,,,,,,,
1278,,,,,,,,,,
1279,,,,,,,,,,
1280,,,,,,,,,,
1281,,,,,,,,,,
1282,,,,,,,,,,
1283,,,,,,,,,,
1284,,,,,,,,,,
1285,,,,,,,,,,
1286,,,,,,,,,,
1287,,,,,,,,,,
1288,,,,,,,,,,
1289,,,,,,,,,,
1290,,,,,,,,,,
1291,,,,,,,,,,
1292,,,,,,,,,,
1293,,,,,,,,,,
1294,,,,,,,,,,
1295,,,,,,,,,,
1296,,,,,,,,,,
1297,,,,,,,,,,
1298,,,,,,,,,,
1299,,,,,,,,,,
1300,,,,,,,,,,
1301,,,,,,,,,,
1302,,,,,,,,,,
1303,,,,,,,,,,
1304,,,,,,,,,,
1305,,,,,,,,,,
1306,,,,,,,,,,
1307,,,,,,,,,,
1308,,,,,,,,,,
1309,,,,,,,,,,
1310,,,,,,,,,,
1311,,,,,,,,,,
1312,,,,,,,,,,
1313,,,,,,,,,,
1314,,,,,,,,,,
1315,,,,,,,,,,
1316,,,,,,,,,,
1317,,,,,,,,,,
1318,,,,,,,,,,
1319,,,,,,,,,,
1320,,,,,,,,,,
1321,,,,,,,,,,
1322,,,,,,,,,,
1323,,,,,,,,,,
1324,,,,,,,,,,
1325,,,,,,,,,,
1326,,,,,,,,,,
1327,,,,,,,,,,
1328,,,,,,,,,,
1329,,,,,,,,,,
1330,,,,,,,,,,
1331,,,,,,,,,,
1332,,,,,,,,,,
1333,,,,,,,,,,
1334,,,,,,,,,,
1335,,,,,,,,,,
1336,,,,,,,,,,
1337,,,,,,,,,,
1338,,,,,,,,,,
1339,,,,,,,,,,
1340,,,,,,,,,,
1341,,,,,,,,,,
1342,,,,,,,,,,
1343,,,,,,,,,,
1344,,,,,,,,,,
1345,,,,,,,,,,
1346,,,,,,,,,,
1347,,,,,,,,,,
1348,,,,,,,,,,
1349,,,,,,,,,,
1350,,,,,,,,,,
1351,,,,,,,,,,
1352,,,,,,,,,,
1353,,,,,,,,,,
1354,,,,,,,,,,
1355,,,,,,,,,,
1356,,,,,,,,,,
1357,,,,,,,,,,
1358,,,,,,,,,,
1359,,,,,,,,,,
1360,,,,,,,,,,
1361,,,,,,,,,,
1362,,,,,,,,,,
1363,,,,,,,,,,
1364,,,,,,,,,,
1365,,,,,,,,,,
1366,,,,,,,,,,
1367,,,,,,,,,,
1368,,,,,,,,,,
1369,,,,,,,,,,
1370,,,,,,,,,,
1371,,,,,,,,,,
1372,,,,,,,,,,
1373,,,,,,,,,,
1374,,,,,,,,,,
1375,,,,,,,,,,
1376,,,,,,,,,,
1377,,,,,,,,,,
1378,,,,,,,,,,
1379,,,,,,,,,,
1380,,,,,,,,,,
1381,,,,,,,,,,
1382,,,,,,,,,,
1383,,,,,,,,,,
1384,,,,,,,,,,
1385,,,,,,,,,,
1386,,,,,,,,,,
1387,,,,,,,,,,
1388,,,,,,,,,,
1389,,,,,,,,,,
1390,,,,,,,,,,
1391,,,,,,,,,,
1392,,,,,,,,,,
1393,,,,,,,,,,
1394,,,,,,,,,,
1395,,,,,,,,,,
1396,,,,,,,,,,
1397,,,,,,,,,,
1398,,,,,,,,,,
1399,,,,,,,,,,
1400,,,,,,,,,,
1401,,,,,,,,,,
1402,,,,,,,,,,
1403,,,,,,,,,,
1404,,,,,,,,,,
1405,,,,,,,,,,
1406,,,,,,,,,,
1407,,,,,,,,,,
1408,,,,,,,,,,
1409,,,,,,,,,,
1410,,,,,,,,,,
1411,,,,,,,,,,
1412,,,,,,,,,,
1413,,,,,,,,,,
1414,,,,,,,,,,
1415,,,,,,,,,,
1416,,,,,,,,,,
1417,,,,,,,,,,
1418,,,,,,,,,,
1419,,,,,,,,,,
1420,,,,,,,,,,
1421,,,,,,,,,,
1422,,,,,,,,,,
1423,,,,,,,,,,
1424,,,,,,,,,,
1425,,,,,,,,,,
1426,,,,,,,,,,
1427,,,,,,,,,,
1428,,,,,,,,,,
1429,,,,,,,,,,
1430,,,,,,,,,,
1431,,,,,,,,,,
1432,,,,,,,,,,
1433,,,,,,,,,,
1434,,,,,,,,,,
1435,,,,,,,,,,
1436,,,,,,,,,,
1437,,,,,,,,,,
1438,,,,,,,,,,
1439,,,,,,,,,,
1440,,,,,,,,,,
1441,,,,,,,,,,
1442,,,,,,,,,,
1443,,,,,,,,,,
1444,,,,,,,,,,
1445,,,,,,,,,,
1446,,,,,,,,,,
1447,,,,,,,,,,
1448,,,,,,,,,,
1449,,,,,,,,,,
1450,,,,,,,,,,
1451,,,,,,,,,,
1452,,,,,,,,,,
1453,,,,,,,,,,
1454,,,,,,,,,,
1455,,,,,,,,,,
1456,,,,,,,,,,
1457,,,,,,,,,,
1458,,,,,,,,,,
1459,,,,,,,,,,
1460,,,,,,,,,,
1461,,,,,,,,,,
1462,,,,,,,,,,
1463,,,,,,,,,,
1464,,,,,,,,,,
1465,,,,,,,,,,
1466,,,,,,,,,,
1467,,,,,,,,,,
1468,,,,,,,,,,
1469,,,,,,,,,,
1470,,,,,,,,,,
1471,,,,,,,,,,
1472,,,,,,,,,,
1473,,,,,,,,,,
1474,,,,,,,,,,
1475,,,,,,,,,,
1476,,,,,,,,,,
1477,,,,,,,,,,
1478,,,,,,,,,,
1479,,,,,,,,,,
1480,,,,,,,,,,
1481,,,,,,,,,,
1482,,,,,,,,,,
1483,,,,,,,,,,
1484,,,,,,,,,,
1485,,,,,,,,,,
1486,,,,,,,,,,
1487,,,,,,,,,,
1488,,,,,,,,,,
1489,,,,,,,,,,
1490,,,,,,,,,,
1491,,,,,,,,,,
1492,,,,,,,,,,
1493,,,,,,,,,,
1494,,,,,,,,,,
1495,,,,,,,,,,
1496,,,,,,,,,,
1497,,,,,,,,,,
1498,,,,,,,,,,
1499,,,,,,,,,,
