,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
1049,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,10,9,10,
1050,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,1,3,1,
1051,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,10,4,9,
1052,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,2,6,5,
1053,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,0,2,1,
1054,Defeat,Miss Fortune,Flash,Cleanse,Press the Attack,Domination,1,3,0,
1055,Defeat,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,2,3,3,
1056,Defeat,Samira,Flash,Heal,Conqueror,Domination,6,4,4,
1057,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,4,3,12,
1058,Defeat,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,8,6,3,
1059,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,2,3,
1060,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,4,5,4,
1061,Defeat,Irelia,Flash,Teleport,Conqueror,Inspiration,2,8,4,
1062,Defeat,Lillia,Flash,Smite,Dark Harvest,Sorcery,3,4,6,
1063,Victory,Aphelios,Flash,Cleanse,Lethal Tempo,Domination,7,1,5,
1064,Defeat,Rakan,Flash,Ignite,Guardian,Domination,1,5,15,
1065,Victory,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,18,3,14,
1066,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,6,2,7,
1067,Defeat,Samira,Flash,Heal,Conqueror,Domination,3,9,6,
1068,Defeat,Aatrox,Flash,Teleport,Conqueror,Resolve,4,6,1,
1069,Victory,Vayne,Flash,Heal,Press the Attack,Domination,12,0,4,
1070,Defeat,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,12,5,9,
1071,Victory,Aphelios,Flash,Cleanse,Lethal Tempo,Domination,7,3,8,
1072,Defeat,Graves,Flash,Smite,Phase Rush,Precision,3,6,0,
1073,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,5,5,4,
1074,Victory,Vayne,Flash,Heal,Press the Attack,Domination,17,6,6,
1075,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,0,8,3,
1076,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,1,11,2,
1077,Defeat,Jhin,Flash,Heal,Dark Harvest,Inspiration,14,6,4,
1078,Defeat,Samira,Flash,Heal,Conqueror,Domination,2,5,3,
1079,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,6,8,4,
1080,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Domination,8,3,6,
1081,Defeat,Kai'Sa,Flash,Heal,Arcane Comet,Domination,12,8,3,
1082,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9,2,10,
1083,Defeat,Vayne,Flash,Teleport,Press the Attack,Domination,2,5,4,
1084,Defeat,Jayce,Flash,Heal,Electrocute,Inspiration,1,5,1,
1085,Defeat,Lillia,Flash,Smite,Dark Harvest,Sorcery,5,8,10,
1086,Victory,Taliyah,Flash,Smite,Dark Harvest,Sorcery,6,4,14,
1087,Defeat,Quinn,Flash,Cleanse,Press the Attack,Domination,1,10,0,
1088,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9,7,10,
1089,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,0,3,2,
1090,Defeat,Miss Fortune,Flash,Cleanse,Arcane Comet,Domination,6,7,4,
1091,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3,5,4,
1092,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0,8,2,
1093,Defeat,Graves,Flash,Smite,Phase Rush,Precision,2,6,5,
1094,Defeat,Jayce,Flash,Heal,Electrocute,Inspiration,3,7,12,
1095,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,2,7,1,
1096,Victory,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,11,7,10,
1097,Defeat,Ekko,Flash,Smite,Dark Harvest,Sorcery,7,6,3,
1098,Defeat,Jayce,Flash,Heal,Electrocute,Inspiration,4,12,2,
1099,Victory,Jayce,Flash,Heal,Electrocute,Inspiration,4,3,5,
1100,Defeat,Ekko,Flash,Smite,Dark Harvest,Sorcery,8,7,9,
1101,Victory,Jayce,Flash,Heal,Electrocute,Inspiration,11,4,19,
1102,Victory,Jayce,Flash,Heal,Electrocute,Inspiration,6,4,15,
1103,Defeat,Jhin,Flash,Heal,Dark Harvest,Inspiration,7,4,3,
1104,Victory,Veigar,Flash,Teleport,Arcane Comet,Inspiration,3,3,8,
1105,Defeat,Jayce,Flash,Heal,Electrocute,Inspiration,10,6,6,
1106,Defeat,Jhin,Flash,Heal,Dark Harvest,Inspiration,6,3,7,
1107,Defeat,Rakan,Flash,Ignite,Guardian,Domination,2,10,7,
1108,Victory,Leona,Flash,Ignite,Aftershock,Inspiration,0,4,14,
1109,Defeat,Jhin,Flash,Heal,Dark Harvest,Inspiration,5,5,6,
1110,Victory,Xayah,Flash,Heal,Lethal Tempo,Domination,2,5,9,
1111,Victory,Jhin,Flash,Heal,Dark Harvest,Inspiration,20,6,7,
1112,Defeat,Jhin,Flash,Heal,Dark Harvest,Inspiration,4,7,5,
1113,Victory,Jhin,Flash,Heal,Dark Harvest,Inspiration,9,3,10,
1114,Defeat,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,0,3,2,
1115,Victory,Jhin,Flash,Heal,Dark Harvest,Inspiration,17,2,9,
1116,Victory,Vayne,Flash,Heal,Press the Attack,Inspiration,7,2,1,
1117,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,11,3,10,
1118,Victory,Vayne,Flash,Heal,Press the Attack,Domination,12,7,10,
1119,Defeat,Rakan,Flash,Ignite,Guardian,Domination,2,7,20,
1120,Victory,Kai'Sa,Flash,Teleport,Hail of Blades,Precision,18,3,6,
1121,Defeat,Yone,Flash,Ignite,Conqueror,Domination,1,9,1,
1122,Victory,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,6,2,6,
1123,Victory,Vayne,Flash,Heal,Press the Attack,Domination,9,6,8,
1124,Defeat,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,2,6,4,
1125,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,1,6,2,
1126,Defeat,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,4,10,5,
1127,Victory,Vayne,Flash,Heal,Press the Attack,Domination,15,3,4,
1128,Defeat,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,5,9,3,
1129,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,2,5,1,
1130,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,2,5,3,
1131,Defeat,Yone,Flash,Exhaust,Fleet Footwork,Domination,4,10,4,
1132,Victory,Leona,Flash,Ignite,Aftershock,Inspiration,3,5,13,
1133,Victory,Vayne,Flash,Heal,Press the Attack,Domination,7,5,7,
1134,Victory,Vayne,Flash,Heal,Press the Attack,Domination,5,4,6,
1135,Defeat,Alistar,Flash,Ignite,Aftershock,Inspiration,2,7,3,
1136,Defeat,Zoe,Flash,Ignite,Electrocute,Inspiration,4,10,19,
1137,Defeat,Samira,Flash,Heal,Conqueror,Domination,1,2,3,
1138,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,1,3,0,
1139,Defeat,Aphelios,Flash,Cleanse,Lethal Tempo,Domination,4,7,0,
1140,Victory,Jhin,Flash,Heal,Dark Harvest,Inspiration,8,4,8,
1141,Victory,Jhin,Flash,Heal,Dark Harvest,Inspiration,14,5,9,
1142,Victory,Tristana,Flash,Heal,Hail of Blades,Inspiration,16,4,6,
1143,Victory,Ornn,Flash,Teleport,Grasp of the Undying,Inspiration,2,4,7,
1144,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,2,8,2,
1145,Victory,Yone,Flash,Ignite,Conqueror,Domination,9,5,7,
1146,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,5,12,3,
1147,Victory,Xayah,Flash,Heal,Lethal Tempo,Domination,11,2,7,
1148,Victory,Samira,Flash,Heal,Conqueror,Domination,9,3,5,
1149,Defeat,Jhin,Flash,Cleanse,Dark Harvest,Inspiration,4,7,9,
1150,Defeat,Cassiopeia,Flash,Heal,Conqueror,Domination,3,8,7,
1151,Victory,Jhin,Flash,Heal,Dark Harvest,Inspiration,7,0,3,
1152,Victory,Jhin,Flash,Cleanse,Dark Harvest,Inspiration,9,3,6,
1153,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,7,3,8,
1154,Defeat,Miss Fortune,Flash,Cleanse,Arcane Comet,Domination,3,10,10,
1155,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,3,0,6,
1156,Defeat,Samira,Flash,Heal,Conqueror,Domination,6,9,12,
1157,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,5,6,6,
1158,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,6,12,9,
1159,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,10,7,8,
1160,Victory,Aphelios,Flash,Cleanse,Lethal Tempo,Domination,14,6,8,
1161,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,11,1,10,
1162,Victory,Lillia,Flash,Smite,Dark Harvest,Sorcery,8,7,20,
1163,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,5,2,
1164,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,2,1,
1165,Defeat,Pantheon,Flash,Ignite,Conqueror,Inspiration,1,7,2,
1166,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,24,3,7,
1167,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,3,10,
1168,Defeat,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,1,6,2,
1169,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,9,4,8,
1170,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,4,2,3,
1171,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,7,0,1,
1172,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,4,1,3,
1173,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,14,6,12,
1174,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,6,7,12,
1175,Victory,Pantheon,Flash,Ignite,Conqueror,Inspiration,8,5,10,
1176,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Domination,10,3,4,
1177,Defeat,Aphelios,Flash,Cleanse,Lethal Tempo,Domination,3,4,4,
1178,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,7,2,7,
1179,Defeat,Irelia,Flash,Ignite,Conqueror,Inspiration,4,6,1,
1180,Defeat,Aphelios,Flash,Cleanse,Lethal Tempo,Domination,10,5,6,
1181,Victory,Viktor,Flash,Teleport,Phase Rush,Domination,5,3,11,
1182,Defeat,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,2,2,2,
1183,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,3,5,6,
1184,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,17,6,7,
1185,Defeat,Syndra,Flash,Teleport,Phase Rush,Inspiration,1,4,2,
1186,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,7,3,5,
1187,Defeat,Lucian,Flash,Ignite,Press the Attack,Inspiration,0,9,5,
1188,Victory,Jayce,Flash,Teleport,Conqueror,Inspiration,11,2,9,
1189,Victory,Miss Fortune,Flash,Teleport,Arcane Comet,Domination,7,0,15,
1190,Victory,Samira,Flash,Cleanse,Conqueror,Domination,4,0,4,
1191,Defeat,Syndra,Flash,Heal,Electrocute,Sorcery,7,5,3,
1192,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,1,2,1,
1193,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,7,5,2,
1194,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,6,3,4,
1195,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,5,0,10,
1196,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,5,4,12,
1197,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,8,1,7,
1198,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,11,2,11,
1199,Defeat,Ezreal,Flash,Teleport,Conqueror,Sorcery,1,3,6,
1200,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,1,0,5,
1201,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,2,4,2,
1202,Victory,Cassiopeia,Flash,Heal,Conqueror,Domination,10,2,7,
1203,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,7,7,8,
1204,Victory,Lucian,Flash,Ignite,Press the Attack,Inspiration,14,3,5,
1205,Victory,Samira,Flash,Heal,Conqueror,Domination,8,5,5,
1206,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,7,7,
1207,Victory,Draven,Flash,Cleanse,Hail of Blades,Precision,13,7,10,
1208,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,21,9,12,
1209,Victory,Samira,Flash,Heal,Conqueror,Domination,12,1,4,
1210,Victory,Irelia,Flash,Ignite,Conqueror,Inspiration,1,0,3,
1211,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,8,0,4,
1212,Victory,Miss Fortune,Flash,Cleanse,Arcane Comet,Domination,8,3,6,
1213,Defeat,Samira,Flash,Cleanse,Conqueror,Domination,5,7,3,
1214,Defeat,Orianna,Flash,Teleport,Phase Rush,Inspiration,0,7,2,
1215,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,2,2,8,
1216,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,3,1,
1217,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,13,8,8,
1218,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,4,3,12,
1219,Defeat,Samira,Flash,Heal,Conqueror,Domination,13,6,4,
1220,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,1,11,0,
1221,Defeat,Samira,Flash,Exhaust,Conqueror,Domination,1,2,2,
1222,Victory,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,14,3,4,
1223,Victory,Samira,Flash,Heal,Conqueror,Domination,16,1,7,
1224,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,0,5,6,
1225,Defeat,Samira,Flash,Heal,Conqueror,Domination,0,2,2,
1226,Defeat,Aatrox,Flash,Teleport,Conqueror,Domination,0,7,1,
1227,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,2,7,
1228,Victory,Aatrox,Flash,Teleport,Conqueror,Domination,9,7,12,
1229,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,3,1,
1230,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,8,8,14,
1231,Victory,Aatrox,Flash,Teleport,Conqueror,Domination,1,2,4,
1232,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1,7,5,
1233,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,2,4,2,
1234,Victory,Samira,Flash,Exhaust,Conqueror,Domination,4,5,15,
1235,Victory,Samira,Flash,Heal,Conqueror,Domination,7,4,11,
1236,Victory,Miss Fortune,Flash,Heal,Arcane Comet,Domination,5,0,6,
1237,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,8,2,7,
1238,Defeat,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,6,8,4,
1239,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3,4,4,
